game_id,date,home_team_code,away_team_code,home_team_name,away_team_name,home_score,away_score,arena,city,season,status
12143,2023-03-23T23:30:00.000Z,BKN,CLE,Brooklyn Nets,Cleveland Cavaliers,114.0,116.0,Barclays Center,Brooklyn,2022,Finished
12144,2023-03-24T00:00:00.000Z,NOP,CHA,New Orleans Pelicans,Charlotte Hornets,115.0,96.0,Smoothie King Center,New Orleans,2022,Finished
12145,2023-03-24T02:30:00.000Z,LAC,OKC,LA Clippers,Oklahoma City Thunder,127.0,105.0,crypto.com Arena,Los Angeles,2022,Finished
12146,2023-03-24T23:00:00.000Z,BOS,IND,Boston Celtics,Indiana Pacers,120.0,95.0,TD Garden,Boston,2022,Finished
12147,2023-03-24T23:00:00.000Z,WAS,SAS,Washington Wizards,San Antonio Spurs,136.0,124.0,Capital One Arena,Washington,2022,Finished
12148,2023-03-24T23:30:00.000Z,TOR,DET,Toronto Raptors,Detroit Pistons,118.0,97.0,Scotiabank Arena,Toronto,2022,Finished
12149,2023-03-25T00:00:00.000Z,MEM,HOU,Memphis Grizzlies,Houston Rockets,151.0,114.0,FedExForum,Memphis,2022,Finished
12150,2023-03-25T00:30:00.000Z,DAL,CHA,Dallas Mavericks,Charlotte Hornets,109.0,117.0,American Airlines Center,Dallas,2022,Finished
12151,2023-03-25T01:00:00.000Z,UTA,MIL,Utah Jazz,Milwaukee Bucks,116.0,144.0,Vivint Arena,Salt Lake City,2022,Finished
12152,2023-03-25T02:00:00.000Z,GSW,PHI,Golden State Warriors,Philadelphia 76ers,120.0,112.0,Chase Center,San Francisco,2022,Finished
12153,2023-03-25T02:00:00.000Z,POR,CHI,Portland Trail Blazers,Chicago Bulls,96.0,124.0,Moda Center,Portland,2022,Finished
12154,2023-03-25T02:00:00.000Z,SAC,PHX,Sacramento Kings,Phoenix Suns,135.0,127.0,Golden 1 Center,Sacramento,2022,Finished
12155,2023-03-25T02:30:00.000Z,LAL,OKC,Los Angeles Lakers,Oklahoma City Thunder,116.0,111.0,crypto.com Arena,Los Angeles,2022,Finished
