game_id,date,home_team_code,away_team_code,home_team_name,away_team_name,home_score,away_score,arena,city,season,status
8787,2021-10-19T23:30:00.000Z,MIL,BKN,Milwaukee Bucks,Brooklyn Nets,127.0,104.0,Fiserv Forum,Milwaukee,2021,Finished
8788,2021-10-20T02:00:00.000Z,LAL,GSW,Los Angeles Lakers,Golden State Warriors,114.0,121.0,STAPLES Center,Los Angeles,2021,Finished
8789,2021-10-20T23:00:00.000Z,CHA,IND,Charlotte Hornets,Indiana Pacers,123.0,122.0,Spectrum Center,Charlotte,2021,Finished
8790,2021-10-20T23:00:00.000Z,DET,CHI,Detroit Pistons,Chicago Bulls,88.0,94.0,Little Caesars Arena,Detroit,2021,Finished
8791,2021-10-20T23:30:00.000Z,NYK,BOS,New York Knicks,Boston Celtics,138.0,134.0,Madison Square Garden,New York,2021,Finished
8792,2021-10-20T23:30:00.000Z,TOR,WAS,Toronto Raptors,Washington Wizards,83.0,98.0,Scotiabank Arena,Toronto,2021,Finished
8793,2021-10-21T00:00:00.000Z,MEM,CLE,Memphis Grizzlies,Cleveland Cavaliers,132.0,121.0,FedExForum,Memphis,2021,Finished
9573,2021-10-21T00:00:00.000Z,MIN,HOU,Minnesota Timberwolves,Houston Rockets,124.0,106.0,Target Center,Minneapolis,2021,Finished
9574,2021-10-21T00:00:00.000Z,NOP,PHI,New Orleans Pelicans,Philadelphia 76ers,97.0,117.0,Smoothie King Center,New Orleans,2021,Finished
9575,2021-10-21T00:30:00.000Z,SAS,ORL,San Antonio Spurs,Orlando Magic,123.0,97.0,AT&T Center,San Antonio,2021,Finished
9576,2021-10-21T01:00:00.000Z,UTA,OKC,Utah Jazz,Oklahoma City Thunder,107.0,86.0,Vivint Arena,Salt Lake City,2021,Finished
9577,2021-10-21T02:00:00.000Z,PHX,DEN,Phoenix Suns,Denver Nuggets,98.0,110.0,Footprint Center,Phoenix,2021,Finished
9578,2021-10-21T02:00:00.000Z,POR,SAC,Portland Trail Blazers,Sacramento Kings,121.0,124.0,Moda Center,Portland,2021,Finished
9579,2021-10-21T23:30:00.000Z,ATL,DAL,Atlanta Hawks,Dallas Mavericks,113.0,87.0,State Farm Arena,Atlanta,2021,Finished
9580,2021-10-22T00:00:00.000Z,MIA,MIL,Miami Heat,Milwaukee Bucks,137.0,95.0,FTX Arena,Miami,2021,Finished
9581,2021-10-22T02:00:00.000Z,GSW,LAC,Golden State Warriors,LA Clippers,115.0,113.0,Chase Center,San Francisco,2021,Finished
9582,2021-10-22T23:00:00.000Z,CLE,CHA,Cleveland Cavaliers,Charlotte Hornets,112.0,123.0,Rocket Mortgage FieldHouse,Cleveland,2021,Finished
9583,2021-10-22T23:00:00.000Z,ORL,NYK,Orlando Magic,New York Knicks,96.0,121.0,Amway Center,Orlando,2021,Finished
9584,2021-10-22T23:00:00.000Z,WAS,IND,Washington Wizards,Indiana Pacers,135.0,134.0,Capital One Arena,Washington,2021,Finished
9585,2021-10-22T23:30:00.000Z,BOS,TOR,Boston Celtics,Toronto Raptors,83.0,115.0,TD Garden,Boston,2021,Finished
9586,2021-10-22T23:30:00.000Z,PHI,BKN,Philadelphia 76ers,Brooklyn Nets,109.0,114.0,Wells Fargo Center,Philadelphia,2021,Finished
9587,2021-10-23T00:00:00.000Z,CHI,NOP,Chicago Bulls,New Orleans Pelicans,128.0,112.0,United Center,Chicago,2021,Finished
9588,2021-10-23T00:00:00.000Z,HOU,OKC,Houston Rockets,Oklahoma City Thunder,124.0,91.0,Toyota Center,Houston,2021,Finished
9589,2021-10-23T01:00:00.000Z,DEN,SAS,Denver Nuggets,San Antonio Spurs,102.0,96.0,Ball Arena,Denver,2021,Finished
9590,2021-10-23T02:00:00.000Z,LAL,PHX,Los Angeles Lakers,Phoenix Suns,105.0,115.0,STAPLES Center,Los Angeles,2021,Finished
9591,2021-10-23T02:00:00.000Z,SAC,UTA,Sacramento Kings,Utah Jazz,101.0,110.0,Golden 1 Center,Sacramento,2021,Finished
9592,2021-10-23T22:00:00.000Z,CLE,ATL,Cleveland Cavaliers,Atlanta Hawks,101.0,95.0,Rocket Mortgage FieldHouse,Cleveland,2021,Finished
9593,2021-10-23T23:00:00.000Z,IND,MIA,Indiana Pacers,Miami Heat,102.0,91.0,Gainbridge Fieldhouse,Indianapolis,2021,Finished
9594,2021-10-23T23:30:00.000Z,TOR,DAL,Toronto Raptors,Dallas Mavericks,95.0,103.0,Scotiabank Arena,Toronto,2021,Finished
9595,2021-10-24T00:00:00.000Z,CHI,DET,Chicago Bulls,Detroit Pistons,97.0,82.0,United Center,Chicago,2021,Finished
9596,2021-10-24T00:00:00.000Z,MIN,NOP,Minnesota Timberwolves,New Orleans Pelicans,96.0,89.0,Target Center,Minneapolis,2021,Finished
9597,2021-10-24T00:30:00.000Z,SAS,MIL,San Antonio Spurs,Milwaukee Bucks,111.0,121.0,AT&T Center,San Antonio,2021,Finished
9598,2021-10-24T02:00:00.000Z,POR,PHX,Portland Trail Blazers,Phoenix Suns,134.0,105.0,Moda Center,Portland,2021,Finished
9599,2021-10-24T02:30:00.000Z,LAC,MEM,LA Clippers,Memphis Grizzlies,114.0,120.0,STAPLES Center,Los Angeles,2021,Finished
9600,2021-10-24T20:00:00.000Z,BKN,CHA,Brooklyn Nets,Charlotte Hornets,95.0,111.0,Barclays Center,Brooklyn,2021,Finished
9601,2021-10-24T23:00:00.000Z,NYK,ORL,New York Knicks,Orlando Magic,104.0,110.0,Madison Square Garden,New York,2021,Finished
9602,2021-10-24T23:00:00.000Z,HOU,BOS,Houston Rockets,Boston Celtics,97.0,107.0,Toyota Center,Houston,2021,Finished
9603,2021-10-24T23:00:00.000Z,OKC,PHI,Oklahoma City Thunder,Philadelphia 76ers,103.0,115.0,Paycom Center,Oklahoma City,2021,Finished
9604,2021-10-25T01:00:00.000Z,SAC,GSW,Sacramento Kings,Golden State Warriors,107.0,119.0,Golden 1 Center,Sacramento,2021,Finished
9605,2021-10-25T01:30:00.000Z,LAL,MEM,Los Angeles Lakers,Memphis Grizzlies,121.0,118.0,STAPLES Center,Los Angeles,2021,Finished
9606,2021-10-25T23:00:00.000Z,CHA,BOS,Charlotte Hornets,Boston Celtics,129.0,140.0,Spectrum Center,Charlotte,2021,Finished
9607,2021-10-25T23:00:00.000Z,IND,MIL,Indiana Pacers,Milwaukee Bucks,109.0,119.0,Gainbridge Fieldhouse,Indianapolis,2021,Finished
9608,2021-10-25T23:30:00.000Z,ATL,DET,Atlanta Hawks,Detroit Pistons,122.0,104.0,State Farm Arena,Atlanta,2021,Finished
9609,2021-10-25T23:30:00.000Z,BKN,WAS,Brooklyn Nets,Washington Wizards,104.0,90.0,Barclays Center,Brooklyn,2021,Finished
9610,2021-10-25T23:30:00.000Z,MIA,ORL,Miami Heat,Orlando Magic,107.0,90.0,FTX Arena,Miami,2021,Finished
9611,2021-10-25T23:30:00.000Z,TOR,CHI,Toronto Raptors,Chicago Bulls,108.0,111.0,Scotiabank Arena,Toronto,2021,Finished
9612,2021-10-26T00:00:00.000Z,MIN,NOP,Minnesota Timberwolves,New Orleans Pelicans,98.0,107.0,Target Center,Minneapolis,2021,Finished
9613,2021-10-26T01:00:00.000Z,DEN,CLE,Denver Nuggets,Cleveland Cavaliers,87.0,99.0,Ball Arena,Denver,2021,Finished
9614,2021-10-26T02:30:00.000Z,LAC,POR,LA Clippers,Portland Trail Blazers,116.0,86.0,STAPLES Center,Los Angeles,2021,Finished
9615,2021-10-26T23:30:00.000Z,NYK,PHI,New York Knicks,Philadelphia 76ers,112.0,99.0,Madison Square Garden,New York,2021,Finished
9616,2021-10-27T00:00:00.000Z,OKC,GSW,Oklahoma City Thunder,Golden State Warriors,98.0,106.0,Paycom Center,Oklahoma City,2021,Finished
9617,2021-10-27T00:30:00.000Z,DAL,HOU,Dallas Mavericks,Houston Rockets,116.0,106.0,American Airlines Center,Dallas,2021,Finished
9618,2021-10-27T00:30:00.000Z,SAS,LAL,San Antonio Spurs,Los Angeles Lakers,121.0,125.0,AT&T Center,San Antonio,2021,Finished
9619,2021-10-27T02:00:00.000Z,UTA,DEN,Utah Jazz,Denver Nuggets,122.0,110.0,Vivint Arena,Salt Lake City,2021,Finished
9620,2021-10-27T23:00:00.000Z,ORL,CHA,Orlando Magic,Charlotte Hornets,111.0,120.0,Amway Center,Orlando,2021,Finished
9621,2021-10-27T23:30:00.000Z,BOS,WAS,Boston Celtics,Washington Wizards,107.0,116.0,TD Garden,Boston,2021,Finished
9622,2021-10-27T23:30:00.000Z,BKN,MIA,Brooklyn Nets,Miami Heat,93.0,106.0,Barclays Center,Brooklyn,2021,Finished
9623,2021-10-27T23:30:00.000Z,TOR,IND,Toronto Raptors,Indiana Pacers,118.0,100.0,Scotiabank Arena,Toronto,2021,Finished
9624,2021-10-27T23:30:00.000Z,NOP,ATL,New Orleans Pelicans,Atlanta Hawks,99.0,102.0,Smoothie King Center,New Orleans,2021,Finished
8846,2021-10-28T00:00:00.000Z,MIL,MIN,Milwaukee Bucks,Minnesota Timberwolves,108.0,113.0,Fiserv Forum,Milwaukee,2021,Finished
8847,2021-10-28T00:00:00.000Z,OKC,LAL,Oklahoma City Thunder,Los Angeles Lakers,123.0,115.0,Paycom Center,Oklahoma City,2021,Finished
8848,2021-10-28T02:00:00.000Z,PHX,SAC,Phoenix Suns,Sacramento Kings,107.0,110.0,Footprint Center,Phoenix,2021,Finished
8849,2021-10-28T02:00:00.000Z,POR,MEM,Portland Trail Blazers,Memphis Grizzlies,116.0,96.0,Moda Center,Portland,2021,Finished
8850,2021-10-28T02:30:00.000Z,LAC,CLE,LA Clippers,Cleveland Cavaliers,79.0,92.0,STAPLES Center,Los Angeles,2021,Finished
8851,2021-10-28T23:00:00.000Z,PHI,DET,Philadelphia 76ers,Detroit Pistons,110.0,102.0,Wells Fargo Center,Philadelphia,2021,Finished
9631,2021-10-28T23:00:00.000Z,WAS,ATL,Washington Wizards,Atlanta Hawks,122.0,111.0,Capital One Arena,Washington,2021,Finished
9632,2021-10-29T00:00:00.000Z,CHI,NYK,Chicago Bulls,New York Knicks,103.0,104.0,United Center,Chicago,2021,Finished
9633,2021-10-29T00:00:00.000Z,HOU,UTA,Houston Rockets,Utah Jazz,91.0,122.0,Toyota Center,Houston,2021,Finished
9634,2021-10-29T00:30:00.000Z,DAL,SAS,Dallas Mavericks,San Antonio Spurs,104.0,99.0,American Airlines Center,Dallas,2021,Finished
9635,2021-10-29T02:00:00.000Z,GSW,MEM,Golden State Warriors,Memphis Grizzlies,101.0,104.0,Chase Center,San Francisco,2021,Finished
9636,2021-10-29T23:00:00.000Z,TOR,ORL,Toronto Raptors,Orlando Magic,110.0,109.0,Scotiabank Arena,Toronto,2021,Finished
9637,2021-10-29T23:30:00.000Z,BKN,IND,Brooklyn Nets,Indiana Pacers,105.0,98.0,Barclays Center,Brooklyn,2021,Finished
9638,2021-10-29T23:30:00.000Z,MIA,CHA,Miami Heat,Charlotte Hornets,114.0,99.0,FTX Arena,Miami,2021,Finished
9639,2021-10-30T00:00:00.000Z,NOP,SAC,New Orleans Pelicans,Sacramento Kings,109.0,113.0,Smoothie King Center,New Orleans,2021,Finished
9640,2021-10-30T02:00:00.000Z,DEN,DAL,Denver Nuggets,Dallas Mavericks,106.0,75.0,Ball Arena,Denver,2021,Finished
9641,2021-10-30T02:00:00.000Z,POR,LAC,Portland Trail Blazers,LA Clippers,111.0,92.0,Moda Center,Portland,2021,Finished
9642,2021-10-30T02:30:00.000Z,LAL,CLE,Los Angeles Lakers,Cleveland Cavaliers,113.0,101.0,STAPLES Center,Los Angeles,2021,Finished
9643,2021-10-30T21:00:00.000Z,WAS,BOS,Washington Wizards,Boston Celtics,115.0,112.0,Capital One Arena,Washington,2021,Finished
9644,2021-10-30T23:00:00.000Z,DET,ORL,Detroit Pistons,Orlando Magic,110.0,103.0,Little Caesars Arena,Detroit,2021,Finished
9645,2021-10-30T23:00:00.000Z,NOP,NYK,New Orleans Pelicans,New York Knicks,117.0,123.0,Smoothie King Center,New Orleans,2021,Finished
9646,2021-10-30T23:30:00.000Z,IND,TOR,Indiana Pacers,Toronto Raptors,94.0,97.0,Gainbridge Fieldhouse,Indianapolis,2021,Finished
9647,2021-10-30T23:30:00.000Z,PHI,ATL,Philadelphia 76ers,Atlanta Hawks,122.0,94.0,Wells Fargo Center,Philadelphia,2021,Finished
9648,2021-10-31T00:00:00.000Z,CHI,UTA,Chicago Bulls,Utah Jazz,107.0,99.0,United Center,Chicago,2021,Finished
9649,2021-10-31T00:00:00.000Z,MEM,MIA,Memphis Grizzlies,Miami Heat,103.0,129.0,FedExForum,Memphis,2021,Finished
9650,2021-10-31T00:00:00.000Z,MIL,SAS,Milwaukee Bucks,San Antonio Spurs,93.0,102.0,Fiserv Forum,Milwaukee,2021,Finished
9651,2021-10-31T00:30:00.000Z,GSW,OKC,Golden State Warriors,Oklahoma City Thunder,103.0,82.0,Chase Center,San Francisco,2021,Finished
9652,2021-10-31T01:00:00.000Z,MIN,DEN,Minnesota Timberwolves,Denver Nuggets,91.0,93.0,Target Center,Minneapolis,2021,Finished
9653,2021-10-31T02:00:00.000Z,PHX,CLE,Phoenix Suns,Cleveland Cavaliers,101.0,92.0,Footprint Center,Phoenix,2021,Finished
9654,2021-10-31T19:30:00.000Z,DAL,SAC,Dallas Mavericks,Sacramento Kings,105.0,99.0,American Airlines Center,Dallas,2021,Finished
9655,2021-10-31T23:00:00.000Z,CHA,POR,Charlotte Hornets,Portland Trail Blazers,125.0,113.0,Spectrum Center,Charlotte,2021,Finished
9656,2021-10-31T23:00:00.000Z,MIL,UTA,Milwaukee Bucks,Utah Jazz,95.0,107.0,Fiserv Forum,Milwaukee,2021,Finished
9657,2021-10-31T23:30:00.000Z,BKN,DET,Brooklyn Nets,Detroit Pistons,117.0,91.0,Barclays Center,Brooklyn,2021,Finished
9658,2021-11-01T02:30:00.000Z,LAL,HOU,Los Angeles Lakers,Houston Rockets,95.0,85.0,STAPLES Center,Los Angeles,2021,Finished
9659,2021-11-01T23:00:00.000Z,CHA,CLE,Charlotte Hornets,Cleveland Cavaliers,110.0,113.0,Spectrum Center,Charlotte,2021,Finished
9660,2021-11-01T23:00:00.000Z,IND,SAS,Indiana Pacers,San Antonio Spurs,131.0,118.0,Gainbridge Fieldhouse,Indianapolis,2021,Finished
9661,2021-11-01T23:00:00.000Z,PHI,POR,Philadelphia 76ers,Portland Trail Blazers,113.0,103.0,Wells Fargo Center,Philadelphia,2021,Finished
9662,2021-11-01T23:30:00.000Z,ATL,WAS,Atlanta Hawks,Washington Wizards,118.0,111.0,State Farm Arena,Atlanta,2021,Finished
9663,2021-11-01T23:30:00.000Z,BOS,CHI,Boston Celtics,Chicago Bulls,114.0,128.0,TD Garden,Boston,2021,Finished
9664,2021-11-01T23:30:00.000Z,NYK,TOR,New York Knicks,Toronto Raptors,104.0,113.0,Madison Square Garden,New York,2021,Finished
9665,2021-11-02T00:00:00.000Z,MEM,DEN,Memphis Grizzlies,Denver Nuggets,106.0,97.0,FedExForum,Memphis,2021,Finished
9666,2021-11-02T00:00:00.000Z,MIN,ORL,Minnesota Timberwolves,Orlando Magic,97.0,115.0,Target Center,Minneapolis,2021,Finished
9667,2021-11-02T02:30:00.000Z,LAC,OKC,LA Clippers,Oklahoma City Thunder,99.0,94.0,STAPLES Center,Los Angeles,2021,Finished
9668,2021-11-02T23:00:00.000Z,DET,MIL,Detroit Pistons,Milwaukee Bucks,89.0,117.0,Little Caesars Arena,Detroit,2021,Finished
9669,2021-11-02T23:30:00.000Z,DAL,MIA,Dallas Mavericks,Miami Heat,110.0,125.0,American Airlines Center,Dallas,2021,Finished
8893,2021-11-03T02:30:00.000Z,LAL,HOU,Los Angeles Lakers,Houston Rockets,119.0,117.0,STAPLES Center,Los Angeles,2021,Finished
8894,2021-11-03T23:00:00.000Z,CLE,POR,Cleveland Cavaliers,Portland Trail Blazers,107.0,104.0,Rocket Mortgage FieldHouse,Cleveland,2021,Finished
8895,2021-11-03T23:00:00.000Z,IND,NYK,Indiana Pacers,New York Knicks,111.0,98.0,Gainbridge Fieldhouse,Indianapolis,2021,Finished
8896,2021-11-03T23:00:00.000Z,ORL,BOS,Orlando Magic,Boston Celtics,79.0,92.0,Amway Center,Orlando,2021,Finished
8897,2021-11-03T23:00:00.000Z,PHI,CHI,Philadelphia 76ers,Chicago Bulls,103.0,98.0,Wells Fargo Center,Philadelphia,2021,Finished
8898,2021-11-03T23:00:00.000Z,WAS,TOR,Washington Wizards,Toronto Raptors,100.0,109.0,Capital One Arena,Washington,2021,Finished
8899,2021-11-03T23:30:00.000Z,BKN,ATL,Brooklyn Nets,Atlanta Hawks,117.0,108.0,Barclays Center,Brooklyn,2021,Finished
9670,2021-11-03T01:00:00.000Z,UTA,SAC,Utah Jazz,Sacramento Kings,119.0,113.0,Vivint Arena,Salt Lake City,2021,Finished
9671,2021-11-03T02:00:00.000Z,PHX,NOP,Phoenix Suns,New Orleans Pelicans,112.0,100.0,Footprint Center,Phoenix,2021,Finished
8900,2021-11-04T00:00:00.000Z,MEM,DEN,Memphis Grizzlies,Denver Nuggets,108.0,106.0,FedExForum,Memphis,2021,Finished
8901,2021-11-04T00:00:00.000Z,MIN,LAC,Minnesota Timberwolves,LA Clippers,115.0,126.0,Target Center,Minneapolis,2021,Finished
8902,2021-11-04T00:30:00.000Z,SAS,DAL,San Antonio Spurs,Dallas Mavericks,108.0,109.0,AT&T Center,San Antonio,2021,Finished
8903,2021-11-04T02:00:00.000Z,GSW,CHA,Golden State Warriors,Charlotte Hornets,114.0,92.0,Chase Center,San Francisco,2021,Finished
8904,2021-11-04T02:00:00.000Z,SAC,NOP,Sacramento Kings,New Orleans Pelicans,112.0,99.0,Golden 1 Center,Sacramento,2021,Finished
8905,2021-11-04T23:00:00.000Z,DET,PHI,Detroit Pistons,Philadelphia 76ers,98.0,109.0,Little Caesars Arena,Detroit,2021,Finished
8906,2021-11-04T23:30:00.000Z,ATL,UTA,Atlanta Hawks,Utah Jazz,98.0,116.0,State Farm Arena,Atlanta,2021,Finished
8907,2021-11-04T23:30:00.000Z,MIA,BOS,Miami Heat,Boston Celtics,78.0,95.0,FTX Arena,Miami,2021,Finished
8908,2021-11-05T02:00:00.000Z,PHX,HOU,Phoenix Suns,Houston Rockets,123.0,111.0,Footprint Center,Phoenix,2021,Finished
8909,2021-11-05T02:30:00.000Z,LAL,OKC,Los Angeles Lakers,Oklahoma City Thunder,104.0,107.0,STAPLES Center,Los Angeles,2021,Finished
8910,2021-11-05T23:00:00.000Z,DET,BKN,Detroit Pistons,Brooklyn Nets,90.0,96.0,Little Caesars Arena,Detroit,2021,Finished
8911,2021-11-05T23:00:00.000Z,ORL,SAS,Orlando Magic,San Antonio Spurs,89.0,102.0,Amway Center,Orlando,2021,Finished
8912,2021-11-05T23:00:00.000Z,WAS,MEM,Washington Wizards,Memphis Grizzlies,115.0,87.0,Capital One Arena,Washington,2021,Finished
8913,2021-11-05T23:30:00.000Z,TOR,CLE,Toronto Raptors,Cleveland Cavaliers,101.0,102.0,Scotiabank Arena,Toronto,2021,Finished
8914,2021-11-05T23:30:00.000Z,MIL,NYK,Milwaukee Bucks,New York Knicks,98.0,113.0,Fiserv Forum,Milwaukee,2021,Finished
8915,2021-11-06T00:00:00.000Z,MIN,LAC,Minnesota Timberwolves,LA Clippers,84.0,104.0,Target Center,Minneapolis,2021,Finished
8916,2021-11-06T02:00:00.000Z,GSW,NOP,Golden State Warriors,New Orleans Pelicans,126.0,85.0,Chase Center,San Francisco,2021,Finished
8917,2021-11-06T02:00:00.000Z,POR,IND,Portland Trail Blazers,Indiana Pacers,110.0,106.0,Moda Center,Portland,2021,Finished
8918,2021-11-06T02:00:00.000Z,SAC,CHA,Sacramento Kings,Charlotte Hornets,140.0,110.0,Golden 1 Center,Sacramento,2021,Finished
8919,2021-11-06T21:00:00.000Z,DEN,HOU,Denver Nuggets,Houston Rockets,95.0,94.0,Ball Arena,Denver,2021,Finished
8920,2021-11-06T23:30:00.000Z,MIA,UTA,Miami Heat,Utah Jazz,118.0,115.0,FTX Arena,Miami,2021,Finished
8921,2021-11-07T00:00:00.000Z,CHI,PHI,Chicago Bulls,Philadelphia 76ers,105.0,114.0,United Center,Chicago,2021,Finished
8922,2021-11-07T00:30:00.000Z,DAL,BOS,Dallas Mavericks,Boston Celtics,107.0,104.0,American Airlines Center,Dallas,2021,Finished
8923,2021-11-07T02:00:00.000Z,PHX,ATL,Phoenix Suns,Atlanta Hawks,121.0,117.0,Footprint Center,Phoenix,2021,Finished
8924,2021-11-07T02:30:00.000Z,POR,LAL,Portland Trail Blazers,Los Angeles Lakers,105.0,90.0,Moda Center,Portland,2021,Finished
8925,2021-11-07T20:30:00.000Z,TOR,BKN,Toronto Raptors,Brooklyn Nets,103.0,116.0,Scotiabank Arena,Toronto,2021,Finished
8926,2021-11-07T23:00:00.000Z,NYK,CLE,New York Knicks,Cleveland Cavaliers,109.0,126.0,Madison Square Garden,New York,2021,Finished
8927,2021-11-07T23:00:00.000Z,ORL,UTA,Orlando Magic,Utah Jazz,107.0,100.0,Amway Center,Orlando,2021,Finished
8928,2021-11-07T23:00:00.000Z,WAS,MIL,Washington Wizards,Milwaukee Bucks,101.0,94.0,Capital One Arena,Washington,2021,Finished
8929,2021-11-07T23:00:00.000Z,SAC,IND,Sacramento Kings,Indiana Pacers,91.0,94.0,Golden 1 Center,Sacramento,2021,Finished
8930,2021-11-08T00:00:00.000Z,OKC,SAS,Oklahoma City Thunder,San Antonio Spurs,99.0,94.0,Paycom Center,Oklahoma City,2021,Finished
8931,2021-11-08T01:30:00.000Z,GSW,HOU,Golden State Warriors,Houston Rockets,120.0,107.0,Chase Center,San Francisco,2021,Finished
8932,2021-11-08T02:00:00.000Z,LAC,CHA,LA Clippers,Charlotte Hornets,120.0,106.0,STAPLES Center,Los Angeles,2021,Finished
8933,2021-11-09T00:00:00.000Z,PHI,NYK,Philadelphia 76ers,New York Knicks,96.0,103.0,Wells Fargo Center,Philadelphia,2021,Finished
8934,2021-11-09T01:00:00.000Z,CHI,BKN,Chicago Bulls,Brooklyn Nets,118.0,95.0,United Center,Chicago,2021,Finished
8935,2021-11-09T01:00:00.000Z,MEM,MIN,Memphis Grizzlies,Minnesota Timberwolves,125.0,118.0,FedExForum,Memphis,2021,Finished
8936,2021-11-09T01:30:00.000Z,DAL,NOP,Dallas Mavericks,New Orleans Pelicans,108.0,92.0,American Airlines Center,Dallas,2021,Finished
8937,2021-11-09T02:00:00.000Z,DEN,MIA,Denver Nuggets,Miami Heat,113.0,96.0,Ball Arena,Denver,2021,Finished
8938,2021-11-09T03:00:00.000Z,GSW,ATL,Golden State Warriors,Atlanta Hawks,127.0,113.0,Chase Center,San Francisco,2021,Finished
8939,2021-11-09T03:00:00.000Z,SAC,PHX,Sacramento Kings,Phoenix Suns,104.0,109.0,Golden 1 Center,Sacramento,2021,Finished
9719,2021-11-09T03:30:00.000Z,LAL,CHA,Los Angeles Lakers,Charlotte Hornets,126.0,123.0,STAPLES Center,Los Angeles,2021,Finished
9720,2021-11-10T00:30:00.000Z,PHI,MIL,Philadelphia 76ers,Milwaukee Bucks,109.0,118.0,Wells Fargo Center,Philadelphia,2021,Finished
9721,2021-11-10T02:00:00.000Z,UTA,ATL,Utah Jazz,Atlanta Hawks,110.0,98.0,Vivint Arena,Salt Lake City,2021,Finished
9722,2021-11-10T03:00:00.000Z,LAC,POR,LA Clippers,Portland Trail Blazers,117.0,109.0,STAPLES Center,Los Angeles,2021,Finished
9723,2021-11-11T00:00:00.000Z,CLE,WAS,Cleveland Cavaliers,Washington Wizards,94.0,97.0,Rocket Mortgage FieldHouse,Cleveland,2021,Finished
9724,2021-11-11T00:00:00.000Z,ORL,BKN,Orlando Magic,Brooklyn Nets,90.0,123.0,Amway Center,Orlando,2021,Finished
9725,2021-11-11T00:30:00.000Z,BOS,TOR,Boston Celtics,Toronto Raptors,104.0,88.0,TD Garden,Boston,2021,Finished
9726,2021-11-11T00:30:00.000Z,NYK,MIL,New York Knicks,Milwaukee Bucks,100.0,112.0,Madison Square Garden,New York,2021,Finished
9727,2021-11-11T00:30:00.000Z,HOU,DET,Houston Rockets,Detroit Pistons,104.0,112.0,Toyota Center,Houston,2021,Finished
9728,2021-11-11T01:00:00.000Z,CHI,DAL,Chicago Bulls,Dallas Mavericks,117.0,107.0,United Center,Chicago,2021,Finished
9729,2021-11-11T01:00:00.000Z,MEM,CHA,Memphis Grizzlies,Charlotte Hornets,108.0,118.0,FedExForum,Memphis,2021,Finished
9730,2021-11-11T01:00:00.000Z,NOP,OKC,New Orleans Pelicans,Oklahoma City Thunder,100.0,108.0,Smoothie King Center,New Orleans,2021,Finished
9731,2021-11-11T01:30:00.000Z,SAS,SAC,San Antonio Spurs,Sacramento Kings,136.0,117.0,AT&T Center,San Antonio,2021,Finished
9732,2021-11-11T02:00:00.000Z,DEN,IND,Denver Nuggets,Indiana Pacers,101.0,98.0,Ball Arena,Denver,2021,Finished
9733,2021-11-11T02:00:00.000Z,PHX,POR,Phoenix Suns,Portland Trail Blazers,119.0,109.0,Footprint Center,Phoenix,2021,Finished
9734,2021-11-11T03:00:00.000Z,GSW,MIN,Golden State Warriors,Minnesota Timberwolves,123.0,110.0,Chase Center,San Francisco,2021,Finished
9735,2021-11-11T03:00:00.000Z,LAL,MIA,Los Angeles Lakers,Miami Heat,120.0,117.0,STAPLES Center,Los Angeles,2021,Finished
9736,2021-11-12T00:00:00.000Z,PHI,TOR,Philadelphia 76ers,Toronto Raptors,109.0,115.0,Wells Fargo Center,Philadelphia,2021,Finished
9737,2021-11-12T02:00:00.000Z,UTA,IND,Utah Jazz,Indiana Pacers,100.0,111.0,Vivint Arena,Salt Lake City,2021,Finished
9738,2021-11-12T03:30:00.000Z,LAC,MIA,LA Clippers,Miami Heat,112.0,109.0,STAPLES Center,Los Angeles,2021,Finished
9739,2021-11-13T00:00:00.000Z,CHA,NYK,Charlotte Hornets,New York Knicks,104.0,96.0,Spectrum Center,Charlotte,2021,Finished
9740,2021-11-13T00:30:00.000Z,BOS,MIL,Boston Celtics,Milwaukee Bucks,122.0,113.0,TD Garden,Boston,2021,Finished
9741,2021-11-13T00:30:00.000Z,CLE,DET,Cleveland Cavaliers,Detroit Pistons,98.0,78.0,Rocket Mortgage FieldHouse,Cleveland,2021,Finished
9742,2021-11-13T01:00:00.000Z,HOU,POR,Houston Rockets,Portland Trail Blazers,92.0,104.0,Toyota Center,Houston,2021,Finished
9743,2021-11-13T01:00:00.000Z,MEM,PHX,Memphis Grizzlies,Phoenix Suns,94.0,119.0,FedExForum,Memphis,2021,Finished
9744,2021-11-13T01:00:00.000Z,NOP,BKN,New Orleans Pelicans,Brooklyn Nets,112.0,120.0,Smoothie King Center,New Orleans,2021,Finished
9745,2021-11-13T01:00:00.000Z,OKC,SAC,Oklahoma City Thunder,Sacramento Kings,105.0,103.0,Paycom Center,Oklahoma City,2021,Finished
9746,2021-11-13T01:30:00.000Z,SAS,DAL,San Antonio Spurs,Dallas Mavericks,109.0,123.0,AT&T Center,San Antonio,2021,Finished
9747,2021-11-13T02:00:00.000Z,DEN,ATL,Denver Nuggets,Atlanta Hawks,105.0,96.0,Ball Arena,Denver,2021,Finished
9748,2021-11-13T03:00:00.000Z,GSW,CHI,Golden State Warriors,Chicago Bulls,119.0,93.0,Chase Center,San Francisco,2021,Finished
9749,2021-11-13T03:30:00.000Z,LAL,MIN,Los Angeles Lakers,Minnesota Timberwolves,83.0,107.0,STAPLES Center,Los Angeles,2021,Finished
9750,2021-11-13T22:00:00.000Z,UTA,MIA,Utah Jazz,Miami Heat,105.0,111.0,Vivint Arena,Salt Lake City,2021,Finished
